CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Num,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Side_P,Side_S,Transported
False,23.0,False,2001.0,0.0,2975.0,0.0,0.0,False,False,True,False,False,True,78.0,False,False,False,False,False,True,False,False,True,False,False
True,18.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,,False,False,False,False,False,False,False,False,False,False,True
True,36.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,15.0,False,True,False,False,False,False,False,False,True,False,True
False,41.0,False,,1198.0,0.0,124.0,572.0,True,False,False,False,False,True,65.0,False,False,False,False,False,True,False,False,False,True,False
True,50.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,50.0,False,False,False,False,False,False,True,False,False,True,True
True,32.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,False,50.0,False,False,False,False,False,False,True,False,False,True,True
False,26.0,False,148.0,0.0,453.0,0.0,88.0,True,False,False,False,True,False,66.0,False,False,False,False,False,True,False,False,False,True,False
False,15.0,False,358.0,212.0,33.0,0.0,112.0,True,False,False,False,False,True,67.0,False,False,False,False,False,True,False,False,False,True,False
False,33.0,False,0.0,36.0,0.0,280.0,417.0,True,False,False,True,False,False,68.0,False,False,False,False,False,True,False,False,False,True,True
False,,False,0.0,0.0,0.0,685.0,21.0,True,False,False,True,False,False,51.0,False,False,False,False,False,False,True,False,False,True,False
False,26.0,False,2832.0,107.0,4447.0,15.0,4.0,False,False,True,False,False,True,82.0,False,False,False,False,False,True,False,False,True,False,False
True,61.0,False,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,82.0,False,False,False,False,False,True,False,False,True,False,True
False,24.0,False,0.0,0.0,592.0,177.0,58.0,True,False,False,False,False,True,53.0,False,False,False,False,False,False,True,False,False,True,True
False,30.0,False,0.0,95.0,0.0,441.0,1023.0,True,False,False,False,False,True,83.0,False,False,False,False,False,True,False,False,True,False,False
True,24.0,False,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,84.0,False,False,False,False,False,True,False,False,True,False,True
False,24.0,False,0.0,5.0,0.0,2766.0,0.0,True,False,False,False,False,True,85.0,False,False,False,False,False,True,False,False,True,False,False
True,41.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,62.0,False,False,False,False,False,False,True,False,True,False,False
False,20.0,False,0.0,0.0,558.0,0.0,230.0,True,False,False,False,False,True,22.0,False,False,False,False,True,False,False,False,True,False,False
False,22.0,False,116.0,0.0,786.0,6.0,0.0,True,False,False,False,False,True,54.0,False,False,False,False,False,False,True,False,False,True,True
False,63.0,False,0.0,1068.0,0.0,176.0,8188.0,False,True,False,True,False,False,15.0,False,False,True,False,False,False,False,False,False,True,False
False,18.0,False,17.0,215.0,4.0,5132.0,697.0,False,True,False,True,False,False,11.0,False,True,False,False,False,False,False,False,False,True,False
True,21.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,11.0,False,True,False,False,False,False,False,False,False,True,True
False,79.0,False,5649.0,235.0,7.0,2579.0,2175.0,False,True,False,False,False,True,11.0,False,True,False,False,False,False,False,False,False,True,False
True,56.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,11.0,False,True,False,False,False,False,False,False,False,True,True
True,13.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,11.0,False,True,False,False,False,False,False,False,False,True,True
False,33.0,False,0.0,2491.0,6.0,1173.0,1059.0,False,True,False,False,False,True,11.0,False,True,False,False,False,False,False,False,False,True,False
True,32.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,11.0,False,True,False,False,False,False,False,False,False,True,True
False,31.0,False,198.0,0.0,591.0,0.0,164.0,True,False,False,False,False,True,63.0,False,False,False,False,False,False,True,False,True,False,True
True,26.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,True
True,18.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,16.0,False,True,False,False,False,False,False,False,True,False,True
True,38.0,False,0.0,0.0,,0.0,0.0,False,True,False,True,False,False,16.0,False,True,False,False,False,False,False,False,True,False,True
False,23.0,False,348.0,0.0,0.0,4.0,368.0,False,False,False,False,False,False,64.0,False,False,False,False,False,False,True,False,True,False,False
False,28.0,False,82.0,773.0,0.0,3693.0,140.0,True,False,False,False,False,True,55.0,False,False,False,False,False,False,True,False,False,True,False
True,34.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,False,55.0,False,False,False,False,False,False,True,False,False,True,False
False,0.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,56.0,False,False,False,False,False,False,True,False,False,True,True
False,14.0,False,3.0,0.0,881.0,25.0,0.0,True,False,False,False,False,True,56.0,False,False,False,False,False,False,True,False,False,True,True
False,23.0,False,13.0,747.0,0.0,0.0,128.0,True,False,False,False,False,True,65.0,False,False,False,False,False,False,True,False,True,False,False
True,49.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,66.0,False,False,False,False,False,False,True,False,True,False,False
True,14.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,57.0,False,False,False,False,False,False,True,False,False,True,False
False,18.0,False,391.0,44.0,356.0,0.0,0.0,True,False,False,False,False,True,23.0,False,False,False,False,True,False,False,False,True,False,False
False,27.0,True,69.0,5728.0,0.0,0.0,987.0,False,True,False,False,True,False,9.0,False,False,True,False,False,False,False,False,True,False,True
False,48.0,False,0.0,111.0,0.0,1508.0,0.0,True,False,False,False,False,True,24.0,False,False,False,False,True,False,False,False,True,False,False
False,31.0,True,0.0,11003.0,552.0,8157.0,5688.0,False,True,False,True,False,False,17.0,False,True,False,False,False,False,False,False,True,False,False
False,61.0,False,1.0,608.0,0.0,3835.0,1.0,False,True,False,True,False,False,17.0,False,True,False,False,False,False,False,False,True,False,False
True,18.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,59.0,False,False,False,False,False,False,True,False,False,True,True
True,45.0,False,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,69.0,False,False,False,False,False,True,False,False,False,True,True
False,22.0,False,28.0,420.0,36.0,6011.0,3.0,False,False,True,False,False,True,13.0,False,False,False,True,False,False,False,False,False,True,False
False,30.0,True,1056.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,14.0,False,False,False,True,False,False,False,False,False,True,False
False,30.0,False,1770.0,0.0,0.0,13.0,0.0,False,False,True,False,False,True,14.0,False,False,False,True,False,False,False,False,False,True,False
True,32.0,True,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,15.0,False,False,False,True,False,False,False,False,False,True,True
False,43.0,True,353.0,896.0,0.0,0.0,2.0,False,False,True,False,False,True,13.0,False,False,False,True,False,False,False,False,True,False,True
False,17.0,False,177.0,,0.0,310.0,7.0,True,False,False,True,False,False,89.0,False,False,False,False,False,True,False,False,True,False,False
False,23.0,False,,21.0,0.0,0.0,1699.0,True,False,False,False,False,True,69.0,False,False,False,False,False,False,True,False,True,False,False
False,20.0,False,0.0,465.0,0.0,5.0,223.0,True,False,False,False,False,True,90.0,False,False,False,False,False,True,False,False,True,False,False
True,39.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,69.0,False,False,False,False,False,False,True,False,True,False,False
False,35.0,False,1134.0,113.0,52.0,0.0,0.0,False,False,True,False,False,True,25.0,False,False,False,False,True,False,False,False,True,False,False
False,31.0,False,0.0,0.0,1116.0,2.0,0.0,False,False,True,False,False,True,71.0,False,False,False,False,False,True,False,False,False,True,False
False,21.0,False,0.0,150.0,0.0,567.0,0.0,True,False,False,True,False,False,72.0,False,False,False,False,False,True,False,False,False,True,False
False,16.0,False,691.0,0.0,101.0,140.0,0.0,True,False,False,False,False,True,91.0,False,False,False,False,False,True,False,False,True,False,False
False,60.0,False,0.0,7255.0,5952.0,1537.0,0.0,False,True,False,False,False,True,11.0,False,False,True,False,False,False,False,False,True,False,True
False,18.0,False,0.0,157.0,0.0,352.0,60.0,True,False,False,False,False,True,92.0,False,False,False,False,False,True,False,False,True,False,False
True,42.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,60.0,False,False,False,False,False,False,True,False,False,True,False
True,68.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,18.0,False,True,False,False,False,False,False,False,True,False,True
False,22.0,False,0.0,1170.0,0.0,5467.0,1241.0,False,True,False,True,False,False,18.0,False,True,False,False,False,False,False,False,True,False,False
True,59.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,18.0,False,True,False,False,False,False,False,False,True,False,True
False,,False,8.0,3584.0,0.0,13.0,57.0,False,True,False,False,False,True,19.0,False,True,False,False,False,False,False,False,True,False,True
False,37.0,False,1094.0,2.0,26.0,34.0,1.0,False,False,True,False,False,True,96.0,False,False,False,False,False,True,False,False,True,False,False
True,3.0,False,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,96.0,False,False,False,False,False,True,False,False,True,False,True
True,31.0,False,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,96.0,False,False,False,False,False,True,False,False,True,False,True
False,31.0,False,417.0,,7185.0,562.0,792.0,False,True,False,False,False,True,26.0,False,False,False,False,True,False,False,False,True,False,True
False,29.0,False,0.0,4118.0,0.0,715.0,3139.0,False,True,False,False,False,True,16.0,False,False,True,False,False,False,False,False,False,True,True
False,20.0,False,2.0,10116.0,0.0,2.0,225.0,False,True,False,True,False,False,5.0,True,False,False,False,False,False,False,False,False,True,True
True,46.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,5.0,True,False,False,False,False,False,False,False,False,True,True
False,29.0,False,0.0,1026.0,0.0,16.0,0.0,True,False,False,False,False,True,75.0,False,False,False,False,False,True,False,False,False,True,True
True,43.0,False,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,97.0,False,False,False,False,False,True,False,False,True,False,True
False,17.0,False,1483.0,10.0,0.0,0.0,0.0,False,False,True,False,False,True,76.0,False,False,False,False,False,True,False,False,False,True,False
True,27.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,20.0,False,True,False,False,False,False,False,False,True,False,True
False,47.0,False,4.0,891.0,0.0,2962.0,3656.0,False,True,False,False,False,True,20.0,False,True,False,False,False,False,False,False,True,False,False
True,45.0,False,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,77.0,False,False,False,False,False,True,False,False,False,True,True
True,17.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,62.0,False,False,False,False,False,False,True,False,False,True,True
False,10.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,63.0,False,False,False,False,False,False,True,False,False,True,True
False,56.0,False,46.0,11.0,0.0,622.0,0.0,True,False,False,False,True,False,63.0,False,False,False,False,False,False,True,False,False,True,False
False,39.0,False,382.0,0.0,22.0,467.0,0.0,True,False,False,False,False,True,78.0,False,False,False,False,False,True,False,False,False,True,False
False,40.0,False,7.0,0.0,840.0,26.0,0.0,True,False,False,False,True,False,78.0,False,False,False,False,False,True,False,False,False,True,False
True,40.0,False,,0.0,0.0,0.0,0.0,False,True,False,False,False,True,13.0,False,True,False,False,False,False,False,False,False,True,True
False,34.0,False,,5637.0,45.0,1936.0,56.0,False,True,False,True,False,False,13.0,False,False,True,False,False,False,False,False,True,False,False
False,32.0,False,0.0,0.0,0.0,722.0,0.0,True,False,False,True,False,False,79.0,False,False,False,False,False,True,False,False,False,True,False
False,35.0,False,7.0,1043.0,0.0,0.0,0.0,True,False,False,False,False,True,98.0,False,False,False,False,False,True,False,False,True,False,False
False,32.0,True,2484.0,429.0,102.0,0.0,0.0,False,False,True,False,False,True,15.0,False,False,False,True,False,False,False,False,True,False,False
False,26.0,True,1869.0,0.0,136.0,0.0,0.0,False,False,False,False,False,True,99.0,False,False,False,False,False,True,False,False,True,False,False
False,25.0,False,1352.0,0.0,0.0,24.0,799.0,True,False,False,False,False,True,80.0,False,False,False,False,False,True,False,False,False,True,False
False,26.0,False,0.0,0.0,0.0,77.0,715.0,False,False,False,False,False,True,25.0,False,False,False,False,True,False,False,False,False,True,False
True,22.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,21.0,False,True,False,False,False,False,False,False,True,False,True
False,22.0,False,9.0,0.0,795.0,0.0,0.0,True,False,False,False,False,True,81.0,False,False,False,False,False,True,False,False,False,True,True
False,24.0,False,757.0,0.0,0.0,32.0,0.0,True,False,False,False,False,True,27.0,False,False,False,False,True,False,False,False,True,False,False
True,32.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,False,71.0,False,False,False,False,False,False,True,False,True,False,True
True,11.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,64.0,False,False,False,False,False,False,True,False,False,True,True
True,22.0,False,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,26.0,False,False,False,False,True,False,False,False,False,True,True
True,19.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,14.0,False,True,False,False,False,False,False,False,False,True,True
True,34.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,True
True,74.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,14.0,False,True,False,False,False,False,False,False,False,True,True
True,28.0,True,5.0,4288.0,0.0,745.0,5.0,False,True,False,True,False,False,15.0,False,True,False,False,False,False,False,False,False,True,True
True,42.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,15.0,False,True,False,False,False,False,False,False,False,True,True
True,43.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,15.0,False,True,False,False,False,False,False,False,False,True,True
False,55.0,False,210.0,185.0,188.0,59.0,73.0,True,False,False,False,False,True,83.0,False,False,False,False,False,True,False,False,False,True,False
False,19.0,False,0.0,0.0,747.0,26.0,0.0,True,False,False,False,True,False,72.0,False,False,False,False,False,False,True,False,True,False,True
True,6.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,72.0,False,False,False,False,False,False,True,False,True,False,False
False,7.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,72.0,False,False,False,False,False,False,True,False,True,False,False
True,28.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,16.0,False,False,False,True,False,False,False,False,False,True,True
False,15.0,False,2156.0,0.0,0.0,59.0,2.0,True,False,False,False,False,True,84.0,False,False,False,False,False,True,False,False,False,True,False
True,24.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,False,65.0,False,False,False,False,False,False,True,False,False,True,True
False,31.0,False,0.0,869.0,0.0,0.0,0.0,True,False,False,False,True,False,27.0,False,False,False,False,True,False,False,False,False,True,True
False,22.0,False,0.0,70.0,182.0,612.0,20.0,True,False,False,False,False,True,85.0,False,False,False,False,False,True,False,False,False,True,True
False,1.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,66.0,False,False,False,False,False,False,True,False,False,True,True
True,50.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,67.0,False,False,False,False,False,False,True,False,False,True,False
False,34.0,False,865.0,0.0,257.0,,35.0,False,False,True,False,False,True,100.0,False,False,False,False,False,True,False,False,True,False,False
False,14.0,False,928.0,852.0,81.0,0.0,0.0,False,False,True,False,False,True,100.0,False,False,False,False,False,True,False,False,True,False,False
False,19.0,False,4.0,10.0,0.0,1178.0,428.0,True,False,False,False,False,True,28.0,False,False,False,False,True,False,False,False,True,False,False
False,,False,0.0,654.0,22.0,146.0,4.0,True,False,False,False,False,True,28.0,False,False,False,False,True,False,False,False,True,False,True
False,36.0,False,0.0,0.0,863.0,1.0,1.0,True,False,False,False,False,True,101.0,False,False,False,False,False,True,False,False,True,False,False
True,34.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,,False,False,False,False,False,False,False,False,False,False,False
True,25.0,False,0.0,0.0,0.0,0.0,,False,False,True,True,False,False,86.0,False,False,False,False,False,True,False,False,False,True,True
True,36.0,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,86.0,False,False,False,False,False,True,False,False,False,True,True
False,16.0,False,0.0,45.0,2.0,5183.0,170.0,False,True,False,False,False,True,22.0,False,True,False,False,False,False,False,False,True,False,False
False,30.0,False,0.0,7972.0,0.0,0.0,4.0,False,True,False,True,False,False,22.0,False,True,False,False,False,False,False,False,True,False,True
False,37.0,False,0.0,10.0,544.0,9.0,299.0,True,False,False,False,True,False,87.0,False,False,False,False,False,True,False,False,False,True,False
True,15.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,69.0,False,False,False,False,False,False,True,False,False,True,True
False,36.0,False,0.0,0.0,38.0,9.0,943.0,True,False,False,False,False,True,29.0,False,False,False,False,True,False,False,False,True,False,False
False,27.0,False,,6.0,145.0,144.0,0.0,False,False,True,False,True,False,103.0,False,False,False,False,False,True,False,False,True,False,False
True,27.0,False,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,103.0,False,False,False,False,False,True,False,False,True,False,True
True,12.0,False,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,103.0,False,False,False,False,False,True,False,False,True,False,True
False,22.0,False,0.0,5.0,0.0,1619.0,0.0,True,False,False,False,False,True,30.0,False,False,False,False,True,False,False,False,True,False,False
False,27.0,False,,34.0,23.0,0.0,275.0,True,False,False,False,False,True,74.0,False,False,False,False,False,False,True,False,True,False,False
True,13.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,70.0,False,False,False,False,False,False,True,False,False,True,True
False,27.0,False,0.0,118.0,0.0,5.0,665.0,True,False,False,False,False,True,28.0,False,False,False,False,True,False,False,False,False,True,False
False,28.0,False,0.0,14.0,0.0,0.0,615.0,True,False,False,False,False,True,88.0,False,False,False,False,False,True,False,False,False,True,False
False,21.0,False,0.0,33.0,0.0,3348.0,55.0,False,True,False,True,False,False,17.0,False,True,False,False,False,False,False,False,False,True,False
True,39.0,False,172.0,1794.0,12.0,4303.0,246.0,False,True,False,False,False,True,19.0,False,False,True,False,False,False,False,False,False,True,False
True,28.0,False,0.0,0.0,,0.0,0.0,True,False,False,False,True,False,76.0,False,False,False,False,False,False,True,False,True,False,False
True,14.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,71.0,False,False,False,False,False,False,True,False,False,True,True
True,27.0,False,0.0,,0.0,0.0,0.0,False,True,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,True
True,46.0,False,0.0,0.0,0.0,,0.0,False,True,False,True,False,False,18.0,False,True,False,False,False,False,False,False,False,True,True
True,27.0,False,0.0,0.0,0.0,0.0,0.0,False,False,True,True,False,False,89.0,False,False,False,False,False,True,False,False,False,True,True
False,21.0,False,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,29.0,False,False,False,False,True,False,False,False,False,True,False
False,21.0,False,513.0,0.0,1749.0,82.0,0.0,False,False,True,True,False,False,19.0,False,False,False,True,False,False,False,False,True,False,True
False,42.0,False,0.0,929.0,967.0,,481.0,False,True,False,False,False,True,32.0,False,False,False,False,True,False,False,False,True,False,False
False,22.0,False,10.0,0.0,817.0,471.0,0.0,False,False,True,False,False,True,,False,False,False,False,False,False,False,False,False,False,False
False,10.0,False,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,90.0,False,False,False,False,False,True,False,False,False,True,True
False,43.0,False,1821.0,0.0,47.0,29.0,0.0,False,False,True,False,False,True,90.0,False,False,False,False,False,True,False,False,False,True,False
False,42.0,False,1246.0,35.0,16.0,0.0,0.0,False,False,True,False,False,True,31.0,False,False,False,False,True,False,False,False,False,True,False
True,18.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,19.0,False,True,False,False,False,False,False,False,False,True,True
True,54.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,19.0,False,True,False,False,False,False,False,False,False,True,True
True,24.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,19.0,False,True,False,False,False,False,False,False,False,True,True
False,64.0,False,0.0,1737.0,11.0,401.0,752.0,False,True,False,False,False,True,19.0,False,True,False,False,False,False,False,False,False,True,False
True,18.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,19.0,False,True,False,False,False,False,False,False,False,True,True
True,53.0,False,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,19.0,False,True,False,False,False,False,False,False,False,True,True
True,23.0,False,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,91.0,False,False,False,False,False,True,False,False,False,True,True
False,39.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,74.0,False,False,False,False,False,False,True,False,False,True,True
False,59.0,False,0.0,16521.0,0.0,323.0,0.0,False,True,False,False,False,True,16.0,False,False,True,False,False,False,False,False,True,False,True
False,32.0,False,0.0,5755.0,0.0,59.0,122.0,False,True,False,True,False,False,18.0,False,False,False,True,False,False,False,False,False,True,True
True,55.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,18.0,False,False,False,True,False,False,False,False,False,True,True
True,21.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,False,78.0,False,False,False,False,False,False,True,False,True,False,True
True,50.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,20.0,False,True,False,False,False,False,False,False,False,True,True
False,55.0,False,113.0,2492.0,41.0,0.0,2376.0,False,True,False,True,False,False,6.0,True,False,False,False,False,False,False,False,False,True,False
False,,False,1445.0,0.0,1.0,2.0,73.0,True,False,False,False,False,True,109.0,False,False,False,False,False,True,False,False,True,False,False
True,35.0,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,92.0,False,False,False,False,False,True,False,False,False,True,True
True,,False,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,77.0,False,False,False,False,False,False,True,False,False,True,True
False,55.0,False,62.0,,0.0,0.0,,True,False,False,False,False,True,78.0,False,False,False,False,False,False,True,False,False,True,False
False,23.0,False,39.0,263.0,0.0,0.0,,True,False,False,False,False,True,32.0,False,False,False,False,True,False,False,False,False,True,True
False,42.0,False,0.0,0.0,750.0,0.0,156.0,True,False,False,False,False,True,33.0,False,False,False,False,True,False,False,False,True,False,False
False,35.0,False,553.0,213.0,1733.0,0.0,6.0,True,False,False,False,False,True,33.0,False,False,False,False,True,False,False,False,False,True,True
True,47.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,,False,False,False,False,False,False,False,False,False,False,True
False,,False,1172.0,11.0,3.0,0.0,4.0,False,False,True,True,False,False,93.0,False,False,False,False,False,True,False,False,False,True,False
True,34.0,False,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,93.0,False,False,False,False,False,True,False,False,False,True,True
False,46.0,False,0.0,1119.0,0.0,3427.0,6595.0,False,True,False,False,False,True,17.0,False,False,True,False,False,False,False,False,True,False,False
True,26.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,False,81.0,False,False,False,False,False,False,True,False,True,False,False
True,1.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,82.0,False,False,False,False,False,False,True,False,True,False,False
True,,False,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,82.0,False,False,False,False,False,False,True,False,True,False,True
False,33.0,False,20.0,0.0,384.0,557.0,0.0,False,False,True,False,False,True,21.0,False,False,False,True,False,False,False,False,True,False,False
False,34.0,False,98.0,715.0,29.0,5732.0,1902.0,False,True,False,False,False,True,23.0,False,True,False,False,False,False,False,False,True,False,False
False,49.0,False,3573.0,1308.0,316.0,641.0,25.0,False,True,False,False,False,True,23.0,False,True,False,False,False,False,False,False,True,False,False
False,22.0,False,0.0,5.0,0.0,320.0,352.0,True,False,False,False,False,True,83.0,False,False,False,False,False,False,True,False,True,False,False
False,28.0,False,0.0,1073.0,0.0,0.0,5.0,True,False,False,False,False,True,110.0,False,False,False,False,False,True,False,False,True,False,True
True,,False,0.0,0.0,,0.0,0.0,False,True,False,False,False,True,18.0,False,False,True,False,False,False,False,False,True,False,True
True,36.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,18.0,False,False,True,False,False,False,False,False,True,False,True
True,30.0,False,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,18.0,False,False,True,False,False,False,False,False,True,False,True
True,49.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,18.0,False,False,True,False,False,False,False,False,True,False,True
False,38.0,False,0.0,1793.0,479.0,9.0,4987.0,False,True,False,False,False,True,18.0,False,False,True,False,False,False,False,False,True,False,False
True,31.0,False,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,95.0,False,False,False,False,False,True,False,False,False,True,True
False,17.0,False,1471.0,0.0,0.0,45.0,16.0,False,False,False,False,False,True,95.0,False,False,False,False,False,True,False,False,False,True,False
False,26.0,False,9.0,0.0,0.0,0.0,878.0,True,False,False,False,False,True,84.0,False,False,False,False,False,False,True,False,True,False,False
False,23.0,False,59.0,0.0,0.0,681.0,0.0,True,False,False,False,False,True,111.0,False,False,False,False,False,True,False,False,True,False,False
False,24.0,False,930.0,691.0,838.0,0.0,0.0,True,False,False,True,False,False,96.0,False,False,False,False,False,True,False,False,False,True,False
False,23.0,False,0.0,15.0,831.0,16.0,3.0,True,False,False,False,False,True,97.0,False,False,False,False,False,True,False,False,False,True,False
False,24.0,False,0.0,86.0,704.0,0.0,1.0,True,False,False,False,False,True,36.0,False,False,False,False,True,False,False,False,False,True,True
False,32.0,False,666.0,0.0,0.0,252.0,1.0,False,False,True,False,True,False,19.0,False,False,False,True,False,False,False,False,False,True,True
True,43.0,False,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,98.0,False,False,False,False,False,True,False,False,False,True,True
False,23.0,False,13.0,12.0,0.0,762.0,0.0,True,False,False,False,False,True,99.0,False,False,False,False,False,True,False,False,False,True,True
False,42.0,False,126.0,0.0,266.0,445.0,12.0,True,False,False,False,False,True,80.0,False,False,False,False,False,False,True,False,False,True,False
True,29.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,21.0,False,False,True,False,False,False,False,False,False,True,True
True,40.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,19.0,False,False,True,False,False,False,False,False,True,False,True
False,37.0,False,0.0,6506.0,0.0,764.0,0.0,False,True,False,False,False,True,19.0,False,False,True,False,False,False,False,False,True,False,True
True,61.0,False,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,20.0,False,False,True,False,False,False,False,False,True,False,True
False,33.0,False,0.0,165.0,1.0,2525.0,0.0,False,True,False,False,False,True,20.0,False,False,True,False,False,False,False,False,True,False,False
False,19.0,False,0.0,1428.0,0.0,1.0,19.0,True,False,False,False,False,True,100.0,False,False,False,False,False,True,False,False,False,True,True
False,21.0,False,0.0,12.0,580.0,0.0,79.0,True,False,False,False,True,False,102.0,False,False,False,False,False,True,False,False,False,True,False
False,4.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,81.0,False,False,False,False,False,False,True,False,False,True,False
False,12.0,False,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,False,81.0,False,False,False,False,False,False,True,False,False,True,True
False,44.0,False,1440.0,293.0,74.0,32.0,0.0,False,False,False,False,False,True,103.0,False,False,False,False,False,True,False,False,False,True,True
